,Temp(Â°C),Humidity (%),Pressure (mbar),Date
0,0.1431703240334914,-0.16064367373383628,0.2196744044862333,2009-08-01
1,0.7541126550384778,-0.02942483132748379,1.9276141461723946,2009-09-01
2,0.1431703240334914,0.7578882231106207,0.4094454868958068,2009-10-01
3,-0.2641245633031665,1.0203259079233213,-2.816662914066942,2009-11-01
4,-1.4860092253131398,1.807638962361428,-1.6780364196095015,2009-12-01
5,-1.8933041126497978,1.545201277548725,0.02990332207665983,2010-01-01
6,-1.4860092253131398,1.2827635927360244,-3.0064339964765154,2010-02-01
7,-0.8750668943081531,-0.02942483132748379,0.2196744044862333,2010-03-01
8,-0.2641245633031665,-0.9479567281719407,0.7889876517149537,2010-04-01
9,0.1431703240334914,-1.079175570578291,0.4094454868958068,2010-05-01
10,1.161407542375136,-1.2103944129846425,0.4094454868958068,2010-06-01
11,1.5687024297117935,-1.341613255390993,0.02990332207665983,2010-07-01
12,1.161407542375136,-0.29186251614018666,-0.15986776033291364,2010-08-01
13,0.5504652113701491,-0.02942483132748379,0.02990332207665983,2010-09-01
14,-0.060477119634837685,0.6266693807042703,-0.3496388427424871,2010-10-01
15,-1.0787143379764819,1.1515447503296738,-1.8678075020190748,2010-11-01
16,-2.096951556318127,1.545201277548725,-0.15986776033291364,2010-12-01
17,-1.282361781644811,0.889107065516971,0.5992165693053803,2011-01-01
18,-0.8750668943081531,0.7578882231106207,-0.15986776033291364,2011-02-01
19,-0.8750668943081531,-0.16064367373383628,1.358300898943674,2011-03-01
20,0.34681776770182005,-1.7352697826100452,0.7889876517149537,2011-04-01
21,0.5504652113701491,-1.6040509402036947,0.5992165693053803,2011-05-01
22,0.7541126550384778,-0.6855190433592389,0.02990332207665983,2011-06-01
23,0.9577600987068068,-1.079175570578291,-0.3496388427424871,2011-07-01
24,1.161407542375136,-0.42308135854653706,-0.3496388427424871,2011-08-01
25,0.9577600987068068,-0.02942483132748379,-0.3496388427424871,2011-09-01
26,0.34681776770182005,0.1017940110788666,0.4094454868958068,2011-10-01
27,-0.2641245633031665,1.1515447503296738,0.4094454868958068,2011-11-01
28,-0.8750668943081531,0.36423169589156734,-0.7291810075616341,2011-12-01
29,-1.0787143379764819,0.36423169589156734,1.1685298165341007,2012-01-01
30,-1.4860092253131398,0.1017940110788666,2.8764695582202617,2012-02-01
31,-0.4677720069714954,-0.5543002009528875,2.3071563109915414,2012-03-01
32,-0.6714194506398242,-0.42308135854653706,-2.247349666838222,2012-04-01
33,0.34681776770182005,-0.6855190433592389,0.2196744044862333,2012-05-01
34,0.7541126550384778,-0.29186251614018666,-0.7291810075616341,2012-06-01
35,1.161407542375136,-0.29186251614018666,-0.3496388427424871,2012-07-01
36,1.3650549860434646,-0.42308135854653706,-0.15986776033291364,2012-08-01
37,0.5504652113701491,-0.5543002009528875,0.02990332207665983,2012-09-01
38,-0.060477119634837685,0.889107065516971,-0.9189520899712075,2012-10-01
39,-0.8750668943081531,1.1515447503296738,-1.1087231723807809,2012-11-01
40,-1.282361781644811,1.1515447503296738,-1.2984942547903544,2012-12-01
41,-1.4860092253131398,0.889107065516971,-0.3496388427424871,2013-01-01
42,-1.6896566689814687,-0.02942483132748379,0.4094454868958068,2013-02-01
43,-1.4860092253131398,-0.16064367373383628,-1.2984942547903544,2013-03-01
44,-0.6714194506398242,-1.079175570578291,0.02990332207665983,2013-04-01
45,-0.060477119634837685,-0.9479567281719407,-0.5394099251520605,2013-05-01
46,0.7541126550384778,-1.079175570578291,0.5992165693053803,2013-06-01
47,1.7723498733801222,-1.6040509402036947,0.9787587341245272,2013-07-01
48,1.3650549860434646,-0.8167378857655893,0.4094454868958068,2013-08-01
49,0.5504652113701491,0.36423169589156734,0.02990332207665983,2013-09-01
50,0.34681776770182005,0.889107065516971,-0.7291810075616341,2013-10-01
51,-0.8750668943081531,0.7578882231106207,0.4094454868958068,2013-11-01
52,-0.8750668943081531,1.0203259079233213,0.02990332207665983,2013-12-01
53,-0.8750668943081531,1.0203259079233213,-2.626891831657369,2014-01-01
54,-0.8750668943081531,-0.02942483132748379,-3.196205078886089,2014-02-01
55,-0.4677720069714954,-0.42308135854653706,0.2196744044862333,2014-03-01
56,-0.060477119634837685,-0.42308135854653706,-0.15986776033291364,2014-04-01
57,0.34681776770182005,-0.42308135854653706,0.02990332207665983,2014-05-01
58,1.161407542375136,-1.2103944129846425,0.7889876517149537,2014-06-01
59,1.7723498733801222,-1.2103944129846425,0.02990332207665983,2014-07-01
60,0.9577600987068068,-0.5543002009528875,-0.7291810075616341,2014-08-01
61,0.9577600987068068,0.1017940110788666,0.7889876517149537,2014-09-01
62,0.34681776770182005,0.7578882231106207,-0.5394099251520605,2014-10-01
63,-0.4677720069714954,1.545201277548725,-1.6780364196095015,2014-11-01
64,-1.0787143379764819,0.889107065516971,0.7889876517149537,2014-12-01
65,-1.282361781644811,0.6266693807042703,-0.15986776033291364,2015-01-01
66,-1.282361781644811,0.49545053829791985,0.2196744044862333,2015-02-01
67,-0.8750668943081531,-0.8167378857655893,0.9787587341245272,2015-03-01
68,-0.2641245633031665,-1.2103944129846425,1.1685298165341007,2015-04-01
69,0.1431703240334914,-0.9479567281719407,-0.15986776033291364,2015-05-01
70,0.9577600987068068,-1.4728320977973444,0.9787587341245272,2015-06-01
71,1.3650549860434646,-0.9479567281719407,-0.15986776033291364,2015-07-01
72,1.161407542375136,-0.16064367373383628,-0.15986776033291364,2015-08-01
73,0.34681776770182005,0.23301285348521697,0.4094454868958068,2015-09-01
74,0.1431703240334914,0.7578882231106207,0.5992165693053803,2015-10-01
75,-0.060477119634837685,1.0203259079233213,0.02990332207665983,2015-11-01
76,-0.060477119634837685,0.49545053829791985,0.5992165693053803,2015-12-01
77,-1.0787143379764819,1.0203259079233213,-1.2984942547903544,2016-01-01
78,-1.0787143379764819,-0.16064367373383628,-0.9189520899712075,2016-02-01
79,-1.0787143379764819,-0.16064367373383628,-0.15986776033291364,2016-03-01
80,-0.4677720069714954,-0.9479567281719407,-0.5394099251520605,2016-04-01
81,0.5504652113701491,-0.8167378857655893,-0.15986776033291364,2016-05-01
82,0.9577600987068068,0.23301285348521697,-0.15986776033291364,2016-06-01
83,1.3650549860434646,-0.8167378857655893,0.4094454868958068,2016-07-01
84,1.5687024297117935,-0.8167378857655893,0.5992165693053803,2016-08-01
85,1.161407542375136,0.1017940110788666,0.4094454868958068,2016-09-01
86,-0.060477119634837685,0.49545053829791985,1.1685298165341007,2016-10-01
87,-0.8750668943081531,0.889107065516971,-0.15986776033291364,2016-11-01
88,-1.0787143379764819,1.6764201199550754,2.3071563109915414,2016-12-01
89,-1.6896566689814687,1.4139824351423746,1.5480719813532475,2017-01-01
90,-0.8750668943081531,0.889107065516971,-0.3496388427424871,2017-02-01
91,-0.2641245633031665,-0.16064367373383628,-0.15986776033291364,2017-03-01
92,-0.2641245633031665,-1.341613255390993,1.358300898943674,2017-04-01
93,0.5504652113701491,-0.42308135854653706,0.2196744044862333,2017-05-01
94,1.3650549860434646,-0.9479567281719407,-0.3496388427424871,2017-06-01
95,1.3650549860434646,-0.6855190433592389,-0.3496388427424871,2017-07-01
96,1.161407542375136,0.1017940110788666,0.2196744044862333,2017-08-01
97,0.5504652113701491,0.7578882231106207,-0.3496388427424871,2017-09-01
98,0.34681776770182005,0.889107065516971,0.5992165693053803,2017-10-01
99,-0.8750668943081531,1.0203259079233213,0.2196744044862333,2017-11-01
100,-1.0787143379764819,1.4139824351423746,-0.3496388427424871,2017-12-01
101,-1.0787143379764819,0.889107065516971,-0.9189520899712075,2018-01-01
102,-1.6896566689814687,0.23301285348521697,0.4094454868958068,2018-02-01
103,-1.0787143379764819,0.7578882231106207,-2.626891831657369,2018-03-01
104,-0.060477119634837685,0.23301285348521697,-0.9189520899712075,2018-04-01
105,0.7541126550384778,-0.8167378857655893,0.4094454868958068,2018-05-01
106,1.3650549860434646,-1.341613255390993,0.7889876517149537,2018-06-01
107,1.9759973170484513,-2.1289263098290983,0.2196744044862333,2018-07-01
108,1.3650549860434646,-0.5543002009528875,0.4094454868958068,2018-08-01
109,0.7541126550384778,-0.5543002009528875,1.1685298165341007,2018-09-01
110,0.1431703240334914,0.6266693807042703,0.5992165693053803,2018-10-01
111,-0.4677720069714954,1.2827635927360244,-0.5394099251520605,2018-11-01
112,-0.6714194506398242,1.4139824351423746,0.2196744044862333,2018-12-01
113,-1.4860092253131398,0.7578882231106207,0.4094454868958068,2019-01-01
114,-0.8750668943081531,0.889107065516971,0.9787587341245272,2019-02-01
115,-0.4677720069714954,-0.02942483132748379,0.2196744044862333,2019-03-01
116,-0.2641245633031665,-0.6855190433592389,-0.15986776033291364,2019-04-01
117,0.34681776770182005,-0.8167378857655893,0.2196744044862333,2019-05-01
118,1.161407542375136,-0.5543002009528875,-0.15986776033291364,2019-06-01
119,1.7723498733801222,-1.4728320977973444,0.2196744044862333,2019-07-01
120,1.5687024297117935,-0.9479567281719407,-0.15986776033291364,2019-08-01
121,0.9577600987068068,-0.5543002009528875,0.4094454868958068,2019-09-01
122,0.1431703240334914,1.0203259079233213,-0.7291810075616341,2019-10-01
123,-0.8750668943081531,1.6764201199550754,-2.626891831657369,2019-11-01
124,-0.8750668943081531,1.2827635927360244,-1.1087231723807809,2019-12-01
125,-0.8750668943081531,1.2827635927360244,0.7889876517149537,2020-01-01
126,-0.6714194506398242,0.36423169589156734,-0.9189520899712075,2020-02-01
127,-0.6714194506398242,-0.6855190433592389,0.2196744044862333,2020-03-01
128,0.1431703240334914,-1.8664886250163966,0.4094454868958068,2020-04-01
129,0.7541126550384778,-2.9162393642672026,1.1685298165341007,2020-05-01
130,1.161407542375136,-1.2103944129846425,-0.5394099251520605,2020-06-01
131,1.161407542375136,-0.6855190433592389,0.2196744044862333,2020-07-01
132,1.5687024297117935,-0.42308135854653706,-0.5394099251520605,2020-08-01
133,0.9577600987068068,-0.16064367373383628,0.2196744044862333,2020-09-01
134,-0.060477119634837685,1.4139824351423746,-1.488265337199928,2020-10-01
135,-0.4677720069714954,1.6764201199550754,0.7889876517149537,2020-11-01
136,-1.0787143379764819,1.807638962361428,-2.247349666838222,2020-12-01
137,-1.4860092253131398,1.807638962361428,-0.7291810075616341,2021-01-01
138,-1.0787143379764819,0.49545053829791985,0.02990332207665983,2021-02-01
139,-0.6714194506398242,-0.29186251614018666,1.1685298165341007,2021-03-01
140,-0.6714194506398242,-1.9977074674227469,1.5480719813532475,2021-04-01
141,0.1431703240334914,-0.42308135854653706,-0.9189520899712075,2021-05-01
142,1.3650549860434646,-0.5543002009528875,0.5992165693053803,2021-06-01
143,1.5687024297117935,-0.42308135854653706,-0.15986776033291364,2021-07-01
144,1.161407542375136,-0.16064367373383628,0.4094454868958068,2021-08-01
145,1.161407542375136,-0.02942483132748379,0.5992165693053803,2021-09-01
146,0.34681776770182005,0.6266693807042703,-0.15986776033291364,2021-10-01
147,-0.6714194506398242,0.889107065516971,0.4094454868958068,2021-11-01
148,-0.6714194506398242,1.1515447503296738,-0.5394099251520605,2021-12-01
149,-1.282361781644811,0.889107065516971,2.117385228581968,2022-01-01
150,-0.6714194506398242,-0.16064367373383628,0.02990332207665983,2022-02-01
151,-0.4677720069714954,-0.6855190433592389,1.358300898943674,2022-03-01
152,-0.060477119634837685,-1.7352697826100452,0.02990332207665983,2022-04-01
153,0.7541126550384778,-1.079175570578291,0.5992165693053803,2022-05-01
154,1.161407542375136,-1.6040509402036947,0.2196744044862333,2022-06-01
155,1.9759973170484513,-2.3913639946418,1.1685298165341007,2022-07-01
156,1.9759973170484513,-1.8664886250163966,0.5992165693053803,2022-08-01
157,0.7541126550384778,0.23301285348521697,-0.3496388427424871,2022-09-01
158,0.5504652113701491,0.889107065516971,-0.15986776033291364,2022-10-01
159,-0.2641245633031665,1.4139824351423746,-1.488265337199928,2022-11-01
160,-1.282361781644811,1.545201277548725,-0.7291810075616341,2022-12-01
161,-1.282361781644811,1.1515447503296738,-0.15986776033291364,2023-01-01
162,-0.8750668943081531,0.49545053829791985,2.4969273934011147,2023-02-01
163,-0.6714194506398242,0.49545053829791985,-1.2984942547903544,2023-03-01
164,-0.2641245633031665,-0.42308135854653706,0.2196744044862333,2023-04-01
